symbol,Year,Month,Day,estimate_EPS,report_EPS,surprise_percent
CVX,2010,10,29,2.15,1.87,-13.0233
CVX,2010,7,30,2.44,2.7,10.6557
CVX,2010,4,30,1.94,2.36,21.6495
CVX,2010,1,29,1.7,1.53,-10.0
CVX,2009,10,30,1.47,1.72,17.0068
CVX,2009,7,31,0.95,0.87,-8.4211
CVX,2009,5,1,0.81,0.72,-11.1111
CVX,2009,1,30,1.81,2.13,17.6796
CVX,2008,10,31,3.25,3.85,18.4615
CVX,2008,8,1,3.03,2.9,-4.2904
CVX,2008,5,2,2.41,2.48,2.9046
CVX,2008,2,1,2.26,2.25,-0.4425
CVX,2007,11,2,2.07,1.97,-4.8309
CVX,2007,7,27,2.3,2.27,-1.3043
CVX,2007,4,27,1.67,1.86,11.3772
CVX,2007,2,2,1.73,1.74,0.578
CVX,2006,10,27,2.03,2.29,12.8079
CVX,2006,7,28,2.21,2.1,-4.9774
CVX,2006,4,28,1.78,1.8,1.1236
CVX,2006,1,27,1.89,1.86,-1.5873
CVX,2005,10,28,1.91,1.64,-14.1361
CVX,2005,7,29,1.69,1.76,4.142
CVX,2005,4,29,1.38,1.28,-7.2464
CVX,2005,1,28,1.4,1.56,11.4286
CVX,2004,10,29,1.37,1.28,-6.5693
CVX,2004,7,30,1.36,1.53,12.5
CVX,2004,4,30,1.01,1.23,21.7822
CVX,2004,1,30,0.8,0.78,-2.5
