symbol,Year,Month,Day,estimate_EPS,report_EPS,surprise_percent
HON,2022,10,27,2.16,2.25,4.1667
HON,2022,7,28,2.03,2.1,3.4483
HON,2022,4,29,1.86,1.91,2.6882
HON,2022,2,3,2.08,2.09,0.4808
HON,2021,10,22,1.99,2.02,1.5075
HON,2021,7,23,1.94,2.02,4.1237
HON,2021,4,23,1.8,1.92,6.6667
HON,2021,1,29,2.0,2.07,3.5
HON,2020,10,30,1.49,1.56,4.698
HON,2020,7,24,1.21,1.26,4.1322
HON,2020,5,1,1.95,2.21,13.3333
HON,2020,1,31,2.04,2.06,0.9804
HON,2019,10,17,2.01,2.08,3.4826
HON,2019,7,18,2.08,2.1,0.9615
HON,2019,4,18,1.83,1.92,4.918
HON,2019,2,1,1.89,1.91,1.0582
HON,2018,10,19,1.99,2.03,2.0101
HON,2018,7,20,2.01,2.05,1.99
HON,2018,4,20,1.9,1.95,2.6316
HON,2018,1,26,1.84,1.85,0.5435
HON,2017,10,20,1.75,1.75,0.0
HON,2017,7,21,1.78,1.8,1.1236
HON,2017,4,21,1.62,1.66,2.4691
HON,2017,1,27,1.74,1.74,0.0
HON,2016,10,21,1.6,1.6,0.0
HON,2016,7,22,1.64,1.66,1.2195
HON,2016,4,22,1.5,1.53,2.0
HON,2016,1,29,1.58,1.58,0.0
HON,2015,10,16,1.55,1.6,3.2258
HON,2015,7,17,1.49,1.51,1.3423
HON,2015,4,17,1.39,1.41,1.4388
HON,2015,1,23,1.42,1.43,0.7042
HON,2014,10,17,1.41,1.47,4.2553
HON,2014,7,18,1.36,1.38,1.4706
HON,2014,4,17,1.26,1.28,1.5873
HON,2014,1,24,1.21,1.24,2.4793
HON,2013,10,18,1.24,1.24,0.0
HON,2013,7,19,1.21,1.28,5.7851
HON,2013,4,19,1.14,1.21,6.1404
HON,2013,1,25,1.09,1.1,0.9174
HON,2012,10,19,1.14,1.2,5.2632
HON,2012,7,18,1.11,1.14,2.7027
HON,2012,4,20,0.99,1.06,7.0707
HON,2012,1,27,1.04,1.05,0.9615
HON,2011,10,21,1.0,1.1,10.0
HON,2011,7,22,0.98,1.02,4.0816
HON,2011,4,20,0.82,0.88,7.3171
HON,2011,1,28,0.87,0.87,0.0
HON,2010,10,22,0.62,0.64,3.2258
HON,2010,7,23,0.57,0.6,5.2632
HON,2010,4,23,0.48,0.5,4.1667
HON,2010,1,29,0.9,0.91,1.1111
HON,2009,10,23,0.72,0.8,11.1111
HON,2009,7,27,0.6,0.6,0.0
HON,2009,4,24,0.54,0.54,0.0
HON,2009,1,30,0.97,0.97,0.0
HON,2008,10,17,0.95,0.97,2.1053
HON,2008,7,18,0.94,0.96,2.1277
HON,2008,4,18,0.82,0.85,3.6585
HON,2008,1,25,0.91,0.91,0.0
HON,2007,10,19,0.81,0.81,0.0
HON,2007,7,19,0.75,0.78,4.0
HON,2007,4,20,0.62,0.66,6.4516
HON,2007,1,26,0.72,0.72,0.0
HON,2006,10,19,0.63,0.66,4.7619
HON,2006,7,20,0.61,0.63,3.2787
HON,2006,4,19,0.49,0.52,6.1224
HON,2006,1,26,0.62,0.62,0.0
HON,2005,10,19,0.53,0.55,3.7736
HON,2005,7,20,0.5,0.54,8.0
HON,2005,4,20,0.4,0.42,5.0
HON,2005,1,28,0.49,0.49,0.0
HON,2004,10,20,0.43,0.43,0.0
HON,2004,7,21,0.38,0.42,10.5263
HON,2004,4,21,0.3,0.34,13.3333
HON,2004,1,29,0.47,0.47,0.0
HON,2003,10,16,0.4,0.4,0.0
HON,2003,7,17,0.37,0.37,0.0
HON,2003,4,17,0.33,0.32,-3.0303
HON,2003,1,31,0.5,0.5,0.0
HON,2002,10,16,0.5,0.5,0.0
HON,2002,7,17,0.55,0.55,0.0
HON,2002,4,18,0.45,0.45,0.0
HON,2002,1,29,0.55,0.55,0.0
HON,2001,10,24,0.44,0.44,0.0
HON,2001,7,24,0.53,0.55,3.7736
HON,2001,4,20,0.62,0.51,-17.7419
HON,2001,1,26,0.71,0.7,-1.4085
HON,2000,10,17,0.76,0.76,0.0
HON,2000,7,18,0.75,0.75,0.0
HON,2000,4,13,0.62,0.63,1.6129
HON,2000,1,19,0.74,0.78,5.4054
HON,1999,10,14,0.68,0.68,0.0
HON,1999,7,14,0.7,0.7,0.0
HON,1999,4,13,0.59,0.6,1.6949
HON,1999,1,20,0.62,0.62,0.0
HON,1998,10,15,0.58,0.58,0.0
HON,1998,7,13,0.59,0.62,5.0847
HON,1998,4,22,0.51,0.52,1.9608
HON,1998,1,28,0.54,0.54,0.0
HON,1997,10,22,0.53,0.52,-1.8868
HON,1997,7,23,0.54,0.54,0.0
HON,1997,4,24,0.46,0.46,0.0
HON,1997,2,6,0.48,0.48,0.0
HON,1996,10,23,0.45,0.45,0.0
HON,1996,7,22,0.46,0.47,2.1739
HON,1996,4,25,0.4,0.4,0.0
IBM,2024,7,24,2.2,2.43,10.4545
IBM,2024,4,24,1.6,1.68,5.0
IBM,2024,1,24,3.78,3.87,2.381
IBM,2023,10,25,2.13,2.2,3.2864
IBM,2023,7,19,2.01,2.18,8.4577
IBM,2023,4,19,1.26,1.36,7.9365
IBM,2023,1,25,3.6,3.6,0.0
IBM,2022,10,19,1.77,1.81,2.2599
IBM,2022,7,18,2.27,2.31,1.7621
IBM,2022,4,19,1.38,1.4,1.4493
IBM,2022,1,24,3.3,3.35,1.5152
IBM,2021,10,20,2.5,2.52,0.8
IBM,2021,7,19,2.29,2.33,1.7467
IBM,2021,4,19,1.63,1.77,8.589
IBM,2021,1,21,1.79,2.07,15.6425
IBM,2020,10,19,2.58,2.58,0.0
IBM,2020,7,20,2.07,2.18,5.314
IBM,2020,4,20,1.8,1.84,2.2222
IBM,2020,1,21,4.68,4.71,0.641
IBM,2019,10,16,2.67,2.68,0.3745
IBM,2019,7,17,3.07,3.17,3.2573
IBM,2019,4,16,2.22,2.25,1.3514
IBM,2019,1,22,4.82,4.87,1.0373
IBM,2018,10,16,3.4,3.42,0.5882
IBM,2018,7,18,3.04,3.08,1.3158
IBM,2018,4,17,2.42,2.45,1.2397
IBM,2018,1,18,5.17,5.18,0.1934
IBM,2017,10,17,3.28,3.3,0.6098
IBM,2017,7,18,2.74,2.79,1.8248
IBM,2017,4,18,2.35,2.38,1.2766
IBM,2017,1,19,4.88,5.01,2.6639
IBM,2016,10,17,3.23,3.29,1.8576
IBM,2016,7,18,2.89,2.95,2.0761
IBM,2016,4,18,2.09,2.35,12.4402
IBM,2016,1,19,4.81,4.84,0.6237
IBM,2015,10,19,3.3,3.34,1.2121
IBM,2015,7,20,3.78,3.84,1.5873
IBM,2015,4,20,2.8,2.91,3.9286
IBM,2015,1,20,5.41,5.81,7.3937
IBM,2014,10,20,4.31,3.68,-14.6172
IBM,2014,7,17,4.29,4.32,0.6993
IBM,2014,4,16,2.54,2.46,-3.1496
IBM,2014,1,21,5.99,6.13,2.3372
IBM,2013,10,16,3.96,3.99,0.7576
IBM,2013,7,17,3.77,3.91,3.7135
IBM,2013,4,18,3.05,3.0,-1.6393
IBM,2013,1,22,5.25,5.39,2.6667
IBM,2012,10,16,3.61,3.62,0.277
IBM,2012,7,18,3.42,3.51,2.6316
IBM,2012,4,17,2.65,2.78,4.9057
IBM,2012,1,19,4.62,4.71,1.9481
IBM,2011,10,17,3.22,3.28,1.8634
IBM,2011,7,18,3.03,3.09,1.9802
IBM,2011,4,19,2.3,2.41,4.7826
IBM,2011,1,18,4.08,4.18,2.451
IBM,2010,10,18,2.75,2.82,2.5455
IBM,2010,7,19,2.58,2.61,1.1628
IBM,2010,4,19,1.93,1.97,2.0725
IBM,2010,1,19,3.47,3.59,3.4582
IBM,2009,10,15,2.38,2.4,0.8403
IBM,2009,7,16,2.02,2.32,14.8515
IBM,2009,4,20,1.66,1.7,2.4096
IBM,2009,1,20,3.03,3.28,8.2508
IBM,2008,10,16,2.03,2.05,0.9852
IBM,2008,7,17,1.82,1.98,8.7912
IBM,2008,4,16,1.45,1.65,13.7931
IBM,2008,1,17,2.68,2.8,4.4776
IBM,2007,10,16,1.67,1.68,0.5988
IBM,2007,7,18,1.47,1.5,2.0408
IBM,2007,4,17,1.21,1.21,0.0
IBM,2007,1,18,2.19,2.26,3.1963
IBM,2006,10,17,1.35,1.45,7.4074
IBM,2006,7,18,1.29,1.3,0.7752
IBM,2006,4,18,1.05,1.08,2.8571
IBM,2006,1,17,1.94,2.11,8.7629
IBM,2005,10,17,1.13,1.26,11.5044
IBM,2005,7,18,1.03,1.12,8.7379
IBM,2005,4,14,0.9,0.85,-5.5556
IBM,2005,1,18,1.76,1.81,2.8409
IBM,2004,10,18,1.14,1.17,2.6316
IBM,2004,7,15,1.12,1.16,3.5714
IBM,2004,4,15,0.93,0.93,0.0
IBM,2004,1,15,1.5,1.56,4.0
IBM,2003,10,15,1.02,1.02,0.0
IBM,2003,7,16,0.98,0.97,-1.0204
IBM,2003,4,14,0.8,0.79,-1.25
IBM,2003,1,16,1.3,1.34,3.0769
IBM,2002,10,16,0.96,0.99,3.125
IBM,2002,7,17,0.83,0.89,7.2289
IBM,2002,4,17,0.68,0.68,0.0
IBM,2002,1,17,1.32,1.33,0.7576
IBM,2001,10,16,0.89,0.9,1.1236
IBM,2001,7,18,1.15,1.21,5.2174
IBM,2001,4,18,0.98,1.0,2.0408
IBM,2001,1,17,1.46,1.48,1.3699
IBM,2000,10,17,1.08,1.08,0.0
IBM,2000,7,19,1.0,1.06,6.0
IBM,2000,4,18,0.78,0.83,6.4103
IBM,2000,1,19,1.06,1.12,5.6604
IBM,1999,10,20,0.89,0.9,1.1236
IBM,1999,7,19,0.88,0.91,3.4091
IBM,1999,4,21,0.7,0.78,11.4286
IBM,1999,1,21,1.22,1.24,1.6393
IBM,1998,10,20,0.77,0.78,1.2987
IBM,1998,7,20,0.75,0.77,2.6667
IBM,1998,4,20,0.53,0.53,0.0
IBM,1998,1,20,1.07,1.08,0.9346
IBM,1997,10,20,0.68,0.69,1.4706
IBM,1997,7,21,0.71,0.73,2.8169
IBM,1997,4,23,0.58,0.59,1.7241
IBM,1997,1,21,0.99,0.98,-1.0101
IBM,1996,10,21,0.61,0.61,0.0
IBM,1996,7,25,0.61,0.63,3.2787
IBM,1996,4,17,0.6,0.55,-8.3333
INTC,2024,8,1,0.1,0.02,-80.0
INTC,2024,4,25,0.13,0.18,38.4615
INTC,2024,1,25,0.45,0.54,20.0
INTC,2023,10,26,0.22,0.41,86.3636
INTC,2023,7,27,-0.03,0.13,533.3333
INTC,2023,4,27,-0.15,-0.04,73.3333
INTC,2023,1,26,0.2,0.1,-50.0
INTC,2022,10,27,0.32,0.59,84.375
INTC,2022,7,28,0.7,0.29,-58.5714
INTC,2022,4,28,0.81,0.87,7.4074
INTC,2022,1,26,0.91,1.09,19.7802
INTC,2021,10,21,1.11,1.71,54.0541
INTC,2021,7,22,1.06,1.28,20.7547
INTC,2021,4,22,1.15,1.39,20.8696
INTC,2021,1,21,1.1,1.52,38.1818
INTC,2020,10,22,1.11,1.11,0.0
INTC,2020,7,23,1.11,1.23,10.8108
INTC,2020,4,23,1.28,1.45,13.2813
INTC,2020,1,23,1.25,1.52,21.6
INTC,2019,10,24,1.24,1.42,14.5161
INTC,2019,7,25,0.89,1.06,19.1011
INTC,2019,4,25,0.87,0.89,2.2989
INTC,2019,1,24,1.22,1.28,4.918
INTC,2018,10,25,1.15,1.4,21.7391
INTC,2018,7,26,0.96,1.04,8.3333
INTC,2018,4,26,0.72,0.87,20.8333
INTC,2018,1,25,0.86,1.08,25.5814
INTC,2017,10,26,0.8,1.01,26.25
INTC,2017,7,27,0.68,0.72,5.8824
INTC,2017,4,27,0.65,0.66,1.5385
INTC,2017,1,26,0.74,0.79,6.7568
INTC,2016,10,18,0.73,0.8,9.589
INTC,2016,7,20,0.53,0.59,11.3208
INTC,2016,4,19,0.47,0.54,14.8936
INTC,2016,1,14,0.63,0.74,17.4603
INTC,2015,10,13,0.59,0.64,8.4746
INTC,2015,7,15,0.5,0.55,10.0
INTC,2015,4,14,0.41,0.41,0.0
INTC,2015,1,15,0.66,0.74,12.1212
INTC,2014,10,14,0.65,0.66,1.5385
INTC,2014,7,15,0.52,0.55,5.7692
INTC,2014,4,15,0.37,0.38,2.7027
INTC,2014,1,16,0.52,0.51,-1.9231
INTC,2013,10,15,0.53,0.58,9.434
INTC,2013,7,17,0.39,0.39,0.0
INTC,2013,4,16,0.41,0.4,-2.439
INTC,2013,1,17,0.45,0.48,6.6667
INTC,2012,10,16,0.49,0.58,18.3673
INTC,2012,7,17,0.52,0.54,3.8462
INTC,2012,4,17,0.5,0.53,6.0
INTC,2012,1,19,0.61,0.64,4.918
INTC,2011,10,18,0.61,0.65,6.5574
INTC,2011,7,20,0.51,0.54,5.8824
INTC,2011,4,19,0.46,0.56,21.7391
INTC,2011,1,13,0.53,0.59,11.3208
INTC,2010,10,12,0.5,0.52,4.0
INTC,2010,7,13,0.43,0.51,18.6047
INTC,2010,4,13,0.38,0.43,13.1579
INTC,2010,1,14,0.3,0.4,33.3333
INTC,2009,10,13,0.28,0.33,17.8571
INTC,2009,7,14,0.08,-0.07,-187.5
INTC,2009,4,14,0.02,0.11,450.0
INTC,2009,1,15,0.04,0.04,0.0
INTC,2008,10,14,0.34,0.35,2.9412
INTC,2008,7,15,0.25,0.28,12.0
INTC,2008,4,15,0.25,0.25,0.0
INTC,2008,1,15,0.4,0.38,-5.0
INTC,2007,10,16,0.3,0.31,3.3333
INTC,2007,7,17,0.19,0.22,15.7895
INTC,2007,4,17,0.22,0.27,22.7273
INTC,2007,1,16,0.25,0.26,4.0
INTC,2006,10,17,0.18,0.22,22.2222
INTC,2006,7,19,0.13,0.15,15.3846
INTC,2006,4,19,0.23,0.23,0.0
INTC,2006,1,17,0.43,0.4,-6.9767
INTC,2005,10,18,0.33,0.32,-3.0303
INTC,2005,7,19,0.32,0.33,3.125
INTC,2005,4,19,0.31,0.35,12.9032
INTC,2005,1,11,0.31,0.33,6.4516
INTC,2004,10,12,0.27,0.3,11.1111
INTC,2004,7,13,0.27,0.27,0.0
INTC,2004,4,13,0.27,0.26,-3.7037
INTC,2004,1,14,0.25,0.33,32.0
INTC,2003,10,14,0.23,0.25,8.6957
INTC,2003,7,15,0.13,0.14,7.6923
INTC,2003,4,15,0.12,0.14,16.6667
INTC,2003,1,14,0.14,0.16,14.2857
INTC,2002,10,15,0.13,0.11,-15.3846
INTC,2002,7,16,0.11,0.09,-18.1818
INTC,2002,4,16,0.15,0.15,0.0
INTC,2002,1,15,0.11,0.15,36.3636
INTC,2001,10,16,0.1,0.1,0.0
INTC,2001,7,17,0.11,0.12,9.0909
INTC,2001,4,17,0.15,0.16,6.6667
INTC,2001,1,16,0.37,0.38,2.7027
INTC,2000,10,17,0.38,0.41,7.8947
INTC,2000,7,18,0.49,0.5,2.0408
INTC,2000,4,18,0.35,0.36,2.8571
INTC,2000,1,13,0.32,0.35,9.375
INTC,1999,10,12,0.29,0.28,-3.4483
INTC,1999,7,13,0.27,0.26,-3.7037
INTC,1999,4,13,0.27,0.3,11.1111
INTC,1999,1,12,0.26,0.3,15.3846
INTC,1998,10,13,0.2,0.22,10.0
INTC,1998,7,14,0.17,0.17,0.0
INTC,1998,4,14,0.18,0.2,11.1111
INTC,1998,1,13,0.23,0.25,8.6957
INTC,1997,10,14,0.23,0.22,-4.3478
INTC,1997,7,15,0.22,0.23,4.5455
INTC,1997,4,14,0.26,0.28,7.6923
INTC,1997,1,14,0.23,0.27,17.3913
INTC,1996,10,14,0.16,0.19,18.75
INTC,1996,7,16,0.14,0.15,7.1429
INTC,1996,4,15,0.12,0.13,8.3333
INTU,2024,8,22,1.85,1.99,7.5676
INTU,2024,5,23,9.37,9.88,5.4429
INTU,2024,2,22,2.3,2.63,14.3478
INTU,2023,11,28,1.98,2.47,24.7475
INTU,2023,8,24,1.44,1.65,14.5833
INTU,2023,5,23,8.48,8.92,5.1887
INTU,2023,2,23,1.44,2.2,52.7778
INTU,2022,11,29,1.22,1.66,36.0656
INTU,2022,8,23,0.98,1.1,12.2449
INTU,2022,5,24,7.58,7.65,0.9235
INTU,2022,2,24,1.85,1.55,-16.2162
INTU,2021,11,18,0.97,1.53,57.732
INTU,2021,8,24,1.59,1.97,23.8994
INTU,2021,5,25,6.47,6.07,-6.1824
INTU,2021,2,23,0.91,0.68,-25.2747
INTU,2020,11,19,0.37,0.94,154.0541
INTU,2020,8,25,1.05,1.81,72.381
INTU,2020,5,21,4.6,4.49,-2.3913
INTU,2020,2,24,1.02,1.16,13.7255
INTU,2019,11,21,0.25,0.41,64.0
INTU,2019,8,22,-0.15,-0.09,40.0
INTU,2019,5,23,5.4,5.55,2.7778
INTU,2019,2,21,0.86,1.0,16.2791
INTU,2018,11,19,0.11,0.29,163.6364
INTU,2018,8,23,0.23,0.32,39.1304
INTU,2018,5,22,4.68,4.82,2.9915
INTU,2018,2,22,0.34,0.35,2.9412
INTU,2017,11,20,0.05,0.11,120.0
INTU,2017,8,22,0.17,0.2,17.6471
INTU,2017,5,23,3.87,3.9,0.7752
INTU,2017,2,23,0.25,0.26,4.0
INTU,2016,11,17,0.03,0.06,100.0
INTU,2016,8,23,-0.02,0.08,500.0
INTU,2016,5,24,3.21,3.43,6.8536
INTU,2016,2,25,0.19,0.25,31.5789
INTU,2015,11,19,-0.04,0.09,325.0
INTU,2015,8,20,-0.11,-0.05,54.5455
INTU,2015,5,21,2.74,2.85,4.0146
INTU,2015,2,19,-0.13,-0.06,53.8462
INTU,2014,11,20,-0.2,-0.1,50.0
INTU,2014,8,21,0.07,-0.01,-114.2857
INTU,2014,5,20,3.5,3.53,0.8571
INTU,2014,2,20,0.02,0.02,0.0
INTU,2013,11,21,-0.09,-0.06,33.3333
INTU,2013,8,20,,-0.11,
INTU,2013,5,21,2.93,2.97,1.3652
INTU,2013,2,21,0.3,0.33,10.0
INTU,2012,11,15,-0.06,-0.03,50.0
INTU,2012,8,21,0.06,0.03,-50.0
INTU,2012,5,17,2.48,2.51,1.2097
INTU,2012,2,21,0.45,0.51,13.3333
INTU,2011,11,17,-0.12,-0.1,16.6667
INTU,2011,8,18,,0.02,
INTU,2011,5,19,2.27,2.33,2.6432
INTU,2011,2,17,0.3,0.32,6.6667
INTU,2010,11,18,-0.12,-0.12,0.0
INTU,2010,8,19,-0.1,-0.05,50.0
INTU,2010,5,20,1.82,1.89,3.8462
INTU,2010,2,18,0.32,0.38,18.75
INTU,2009,11,19,-0.16,-0.1,37.5
INTU,2009,8,20,-0.12,-0.1,16.6667
INTU,2009,5,20,1.61,1.68,4.3478
INTU,2009,2,19,0.27,0.34,25.9259
INTU,2008,11,19,-0.12,-0.09,25.0
INTU,2008,8,21,-0.08,-0.08,0.0
INTU,2008,5,20,1.33,1.39,4.5113
INTU,2008,2,21,0.36,0.4,11.1111
INTU,2007,11,15,-0.12,-0.1,16.6667
INTU,2007,8,22,-0.05,-0.02,60.0
INTU,2007,5,17,1.08,1.13,4.6296
INTU,2007,2,22,0.42,0.45,7.1429
INTU,2006,11,16,-0.12,-0.12,0.0
INTU,2006,8,22,-0.04,-0.03,25.0
INTU,2006,5,17,0.88,0.9,2.2727
INTU,2006,2,16,0.48,0.49,2.0833
INTU,2005,11,16,-0.15,-0.13,13.3333
INTU,2005,8,24,-0.05,-0.04,20.0
INTU,2005,5,17,0.77,0.78,1.2987
INTU,2005,2,17,0.38,0.41,7.8947
INTU,2004,11,17,-0.13,-0.11,15.3846
INTU,2004,8,18,-0.04,-0.03,25.0
INTU,2004,5,19,0.58,0.6,3.4483
INTU,2004,2,18,0.35,0.39,11.4286
INTU,2003,11,19,-0.13,-0.12,7.6923
INTU,2003,8,19,-0.04,-0.02,50.0
INTU,2003,5,14,0.51,0.53,3.9216
INTU,2003,2,13,0.28,0.31,10.7143
INTU,2002,11,13,-0.12,-0.1,16.6667
INTU,2002,8,14,-0.06,-0.04,33.3333
INTU,2002,5,15,0.36,0.38,5.5556
INTU,2002,2,13,0.29,0.31,6.8966
INTU,2001,11,15,-0.08,-0.06,25.0
INTU,2001,8,21,-0.05,-0.04,20.0
INTU,2001,5,22,0.27,0.28,3.7037
INTU,2001,2,20,0.22,0.24,9.0909
INTU,2000,11,21,-0.08,-0.08,0.0
INTU,2000,8,22,-0.04,-0.02,50.0
INTU,2000,5,23,0.16,0.18,12.5
INTU,2000,2,24,0.22,0.22,0.0
INTU,1999,11,23,-0.09,-0.06,33.3333
INTU,1999,8,26,-0.06,-0.04,33.3333
INTU,1999,5,25,0.12,0.13,8.3333
INTU,1999,2,25,0.22,0.24,9.0909
INTU,1998,11,24,-0.07,-0.07,0.0
INTU,1998,8,27,,0.01,
INTU,1998,5,18,0.03,0.03,0.0
INTU,1998,2,24,0.16,0.16,0.0
INTU,1997,11,25,-0.05,-0.04,20.0
INTU,1997,9,3,-0.03,-0.03,0.0
INTU,1997,5,29,0.03,0.03,0.0
INTU,1997,2,27,0.18,0.16,-11.1111
INTU,1996,11,21,-0.05,-0.05,0.0
INTU,1996,9,16,-0.03,-0.03,0.0
INTU,1996,5,29,0.02,0.02,0.0
INTU,1996,2,29,0.14,0.14,0.0
JNJ,2024,7,17,2.7,2.82,4.4444
JNJ,2024,4,16,2.64,2.71,2.6515
JNJ,2024,1,23,2.28,2.29,0.4386
JNJ,2023,10,17,2.52,2.66,5.5556
JNJ,2023,7,20,2.62,2.8,6.8702
JNJ,2023,4,18,2.5,2.68,7.2
JNJ,2023,1,24,2.23,2.35,5.3812
JNJ,2022,10,18,2.47,2.55,3.2389
JNJ,2022,7,19,2.54,2.59,1.9685
JNJ,2022,4,19,2.56,2.67,4.2969
JNJ,2022,1,25,2.12,2.13,0.4717
JNJ,2021,10,19,2.35,2.6,10.6383
JNJ,2021,7,21,2.27,2.48,9.2511
JNJ,2021,4,20,2.34,2.59,10.6838
JNJ,2021,1,26,1.82,1.86,2.1978
JNJ,2020,10,13,1.98,2.2,11.1111
JNJ,2020,7,16,1.49,1.67,12.0805
JNJ,2020,4,14,2.0,2.3,15.0
JNJ,2020,1,22,1.87,1.88,0.5348
JNJ,2019,10,15,2.01,2.12,5.4726
JNJ,2019,7,16,2.46,2.58,4.878
JNJ,2019,4,16,2.03,2.1,3.4483
JNJ,2019,1,22,1.95,1.97,1.0256
JNJ,2018,10,16,2.03,2.05,0.9852
JNJ,2018,7,17,2.07,2.1,1.4493
JNJ,2018,4,17,2.02,2.06,1.9802
JNJ,2018,1,23,1.72,1.74,1.1628
JNJ,2017,10,17,1.8,1.9,5.5556
JNJ,2017,7,18,1.8,1.83,1.6667
JNJ,2017,4,18,1.77,1.83,3.3898
JNJ,2017,1,24,1.56,1.58,1.2821
JNJ,2016,10,18,1.66,1.68,1.2048
JNJ,2016,7,19,1.68,1.74,3.5714
JNJ,2016,4,19,1.65,1.68,1.8182
JNJ,2016,1,26,1.42,1.44,1.4085
JNJ,2015,10,13,1.45,1.49,2.7586
JNJ,2015,7,14,1.67,1.71,2.3952
JNJ,2015,4,14,1.54,1.56,1.2987
JNJ,2015,1,20,1.26,1.27,0.7937
JNJ,2014,10,14,1.45,1.5,3.4483
JNJ,2014,7,15,1.55,1.66,7.0968
JNJ,2014,4,15,1.48,1.54,4.0541
JNJ,2014,1,21,1.2,1.24,3.3333
JNJ,2013,10,15,1.32,1.36,3.0303
JNJ,2013,7,16,1.39,1.48,6.4748
JNJ,2013,4,16,1.4,1.44,2.8571
JNJ,2013,1,22,1.17,1.19,1.7094
JNJ,2012,10,16,1.21,1.25,3.3058
JNJ,2012,7,17,1.29,1.3,0.7752
JNJ,2012,4,17,1.35,1.37,1.4815
JNJ,2012,1,24,1.09,1.13,3.6697
JNJ,2011,10,18,1.21,1.24,2.4793
JNJ,2011,7,19,1.24,1.28,3.2258
JNJ,2011,4,19,1.26,1.35,7.1429
JNJ,2011,1,25,1.03,1.03,0.0
JNJ,2010,10,19,1.15,1.23,6.9565
JNJ,2010,7,20,1.21,1.21,0.0
JNJ,2010,4,20,1.27,1.29,1.5748
JNJ,2010,1,26,0.97,1.02,5.1546
JNJ,2009,10,13,1.13,1.2,6.1947
JNJ,2009,7,14,1.12,1.15,2.6786
JNJ,2009,4,14,1.22,1.26,3.2787
JNJ,2009,1,20,0.92,0.94,2.1739
JNJ,2008,10,14,1.11,1.17,5.4054
JNJ,2008,7,15,1.12,1.18,5.3571
JNJ,2008,4,15,1.2,1.26,5.0
JNJ,2008,1,22,0.86,0.88,2.3256
JNJ,2007,10,16,0.99,1.06,7.0707
JNJ,2007,7,17,1.0,1.05,5.0
JNJ,2007,4,17,1.05,1.16,10.4762
JNJ,2007,1,23,0.79,0.81,2.5316
JNJ,2006,10,17,0.93,0.98,5.3763
JNJ,2006,7,18,0.97,0.98,1.0309
JNJ,2006,4,18,0.98,0.99,1.0204
JNJ,2006,1,24,0.73,0.73,0.0
JNJ,2005,10,18,0.86,0.87,1.1628
JNJ,2005,7,19,0.91,0.93,2.1978
JNJ,2005,4,19,0.92,0.97,5.4348
JNJ,2005,1,25,0.64,0.67,4.6875
JNJ,2004,10,12,0.76,0.78,2.6316
JNJ,2004,7,13,0.79,0.82,3.7975
JNJ,2004,4,13,0.8,0.83,3.75
JNJ,2004,1,20,0.56,0.57,1.7857
JNJ,2003,10,14,0.68,0.69,1.4706
JNJ,2003,7,15,0.69,0.7,1.4493
JNJ,2003,4,15,0.68,0.69,1.4706
JNJ,2003,1,21,0.47,0.46,-2.1277
JNJ,2002,10,15,0.59,0.57,-3.3898
JNJ,2002,7,16,0.58,0.6,3.4483
JNJ,2002,4,16,0.58,0.59,1.7241
JNJ,2002,1,22,0.39,0.39,0.0
JNJ,2001,10,16,0.48,0.5,4.1667
JNJ,2001,7,17,0.53,0.51,-3.7736
JNJ,2001,4,17,0.52,0.5,-3.8462
JNJ,2001,1,23,0.32,0.33,3.125
JNJ,2000,10,17,0.44,0.45,2.2727
JNJ,2000,7,18,0.46,0.47,2.1739
JNJ,2000,4,18,0.45,0.47,4.4444
JNJ,2000,1,25,0.28,0.28,0.0
JNJ,1999,10,19,0.39,0.4,2.5641
JNJ,1999,7,20,0.41,0.42,2.439
JNJ,1999,4,20,0.4,0.41,2.5
JNJ,1999,1,26,0.25,0.25,0.0
JNJ,1998,10,13,0.35,0.35,0.0
JNJ,1998,7,14,0.37,0.38,2.7027
JNJ,1998,4,14,0.37,0.37,0.0
JNJ,1998,1,20,0.23,0.24,4.3478
JNJ,1997,10,14,0.32,0.32,0.0
JNJ,1997,7,15,0.34,0.34,0.0
JNJ,1997,4,15,0.34,0.34,0.0
JNJ,1997,1,21,0.21,0.21,0.0
JNJ,1996,10,16,0.28,0.28,0.0
JNJ,1996,7,16,0.29,0.3,3.4483
JNJ,1996,4,16,0.29,0.3,3.4483
JPM,2024,7,12,4.19,4.26,1.6706
JPM,2024,4,12,4.11,4.44,8.0292
JPM,2024,1,12,3.32,3.04,-8.4337
JPM,2023,10,13,3.96,4.33,9.3434
JPM,2023,7,14,4.0,4.75,18.75
JPM,2023,4,14,3.41,4.1,20.2346
JPM,2023,1,13,3.07,3.56,15.9609
JPM,2022,10,14,2.88,3.36,16.6667
JPM,2022,7,14,2.88,2.76,-4.1667
JPM,2022,4,13,2.69,2.76,2.6022
JPM,2022,1,14,3.01,3.33,10.6312
JPM,2021,10,13,3.0,3.74,24.6667
JPM,2021,7,13,3.21,3.78,17.757
JPM,2021,4,14,3.1,4.59,48.0645
JPM,2021,1,15,2.62,3.79,44.6565
JPM,2020,10,13,2.23,2.92,30.9417
JPM,2020,7,14,1.04,1.38,32.6923
JPM,2020,4,14,1.84,0.78,-57.6087
JPM,2020,1,14,2.35,2.57,9.3617
JPM,2019,10,15,2.45,2.68,9.3878
